WGS84 UTM 15N
576716 5188176
31.1640715622 1.79976094514 198.509
-24.0473602326 17.6060202476 198.609
12.5500446174 18.0161886178 198.409
-6.33509956033 -37.0334486905 198.709
-6.85241428111 -1.61096663494 198.609
12.5480096989 -17.7000630759 198.609
-4.95843335323 37.0685677975 198.509
3.01491309807 -27.2475343999 198.609
-14.6458251328 27.333911594 198.509
21.8823618339 -8.01928423159 198.509
-16.5209870911 -11.1663169218 198.509
2.82214306144 7.80555122998 198.509
