WGS84 UTM 15N
576693 5188164
-1.04736023257 29.6060202476 198.609
-29.9020742817 0.556129870936 198.309
16.6649004397 -25.0334486905 198.709
16.1475857189 10.3890333651 198.609
26.0149130981 -15.2475343999 198.609
-19.9096916749 9.97355331574 198.609
8.35417486716 39.333911594 198.509
6.83394506131 -35.146580019 198.609
6.47901290888 0.833683078177 198.509
-12.3855393535 -18.4654121501 198.609
-10.2821419316 19.756790543 198.609
-3.07201085449 -8.63987718336 198.609
