OPENSFM_TRACKS_VERSION_v1
DJI_0021.JPG	1141	825	0.358133	0.0945705	0.006106	200	192	203
DJI_0021.JPG	1146	1093	0.3034	0.184365	0.00702508	90	97	125
DJI_0021.JPG	760	974	0.292806	0.193682	0.00653001	82	87	116
DJI_0021.JPG	497	1094	0.461187	-0.0804343	0.00702744	52	73	32
DJI_0021.JPG	490	156	0.393871	0.0193677	0.00474402	201	201	149
DJI_0021.JPG	1221	114	0.43141	-0.0614068	0.00467535	51	65	39
DJI_0021.JPG	344	1562	0.473259	-0.0163701	0.0128111	77	94	110
DJI_0021.JPG	938	1388	0.378194	-0.0577928	0.0093151	176	186	117
DJI_0021.JPG	401	609	0.39967	-0.0983181	0.0054372	221	220	192
DJI_0021.JPG	812	1251	0.308136	-0.0532924	0.00805699	200	194	208
DJI_0021.JPG	349	1159	0.382701	0.093419	0.00757079	204	194	205
DJI_0021.JPG	997	459	0.408156	-0.00943222	0.00513567	206	212	168
DJI_0021.JPG	1090	205	0.371675	-0.222672	0.00480743	180	161	165
DJI_0021.JPG	719	961	0.355815	-0.0458466	0.00651051	216	215	167
DJI_0021.JPG	718	1505	0.2855	0.183017	0.0112861	206	199	207
DJI_0021.JPG	712	190	0.37748	-0.25462	0.00479079	239	229	237
DJI_0021.JPG	672	7	0.3597	0.0628529	0.00449303	214	206	217
DJI_0021.JPG	264	1313	0.378597	-0.23033	0.00843846	242	225	231
DJI_0021.JPG	128	1015	0.450587	-0.100667	0.0066728	166	186	117
DJI_0021.JPG	1062	407	0.477789	0.042127	0.0050721	66	77	122
DJI_0021.JPG	414	425	0.479057	0.0721688	0.00509494	54	68	117
DJI_0021.JPG	415	1270	0.434213	-0.0732582	0.0081654	223	213	201
DJI_0021.JPG	534	959	0.355815	-0.0458466	0.00651051	216	215	167
DJI_0021.JPG	828	537	0.293161	0.157232	0.00527795	82	91	120
DJI_0021.JPG	923	1769	0.0590686	-0.185911	0.0261786	43	67	41
DJI_0021.JPG	1278	1016	0.450587	-0.100667	0.0066728	166	186	117
DJI_0021.JPG	989	95	0.452962	0.0242875	0.0046491	68	77	118
DJI_0021.JPG	194	1637	0.40555	0.0138427	0.0152109	168	182	107
DJI_0021.JPG	310	1720	0.42748	0.0300252	0.0198751	197	190	198
DJI_0021.JPG	1125	1547	0.348963	0.0500801	0.0124558	203	196	204
DJI_0021.JPG	271	292	0.427272	-0.066007	0.00493142	209	206	187
DJI_0021.JPG	117	1582	0.458905	-0.130892	0.0131377	220	211	194
DJI_0021.JPG	116	452	0.370388	-0.04369	0.00512435	206	208	159
DJI_0021.JPG	797	94	0.452962	0.0242875	0.0046491	68	77	118
DJI_0021.JPG	528	1049	0.44232	0.0290674	0.00681202	208	202	216
DJI_0021.JPG	913	1070	0.447359	-0.04764	0.00686996	162	174	138
DJI_0021.JPG	582	1296	0.440527	0.0933721	0.0083286	50	58	81
DJI_0021.JPG	381	1636	0.40555	0.0138427	0.0152109	168	182	107
DJI_0021.JPG	109	207	0.447725	0.10088	0.00481207	132	156	96
DJI_0021.JPG	103	960	0.355815	-0.0458466	0.00651051	216	215	167
DJI_0021.JPG	847	585	0.46232	0.026181	0.00536644	175	177	200
DJI_0021.JPG	900	1000	0.405643	-0.241609	0.00659304	243	231	241
DJI_0021.JPG	1432	925	0.361694	-0.0801839	0.00640957	217	214	169
DJI_0021.JPG	640	849	0.377494	-0.171181	0.00620048	203	199	172
DJI_0021.JPG	383	1252	0.308136	-0.0532924	0.00805699	200	194	208
DJI_0021.JPG	1245	260	0.341249	0.020287	0.00488219	205	198	206
DJI_0021.JPG	1246	1121	0.422993	-0.0775702	0.00733483	174	186	122
DJI_0021.JPG	1249	1347	0.453139	0.0326407	0.00868827	51	67	116
DJI_0021.JPG	625	1226	0.470036	-0.0720894	0.00789213	190	205	148
DJI_0021.JPG	454	272	0.374882	-0.142999	0.00490663	171	187	116
DJI_0021.JPG	177	601	0.469134	0.0194701	0.00541221	76	85	124
DJI_0021.JPG	256	984	0.448391	-0.0034491	0.00655657	64	79	56
DJI_0021.JPG	257	1314	0.378597	-0.23033	0.00843846	242	225	231
DJI_0021.JPG	1426	192	0.446546	-0.0310661	0.00479149	183	191	131
DJI_0021.JPG	183	373	0.383547	0.0688967	0.0050277	209	202	210
DJI_0021.JPG	1372	332	0.421269	-0.0717475	0.00496527	177	187	126
DJI_0021.JPG	653	41	0.482873	-0.0122046	0.00455865	80	89	128
DJI_0021.JPG	189	648	0.389148	-0.248641	0.00555295	245	234	240
DJI_0021.JPG	568	126	0.481512	0.0549158	0.00471138	52	63	108
DJI_0021.JPG	1213	718	0.438708	-0.0007794	0.00580436	176	191	122
DJI_0021.JPG	1329	656	0.310695	0.0796542	0.00557736	198	191	199
DJI_0021.JPG	468	872	0.336316	0.256548	0.00624487	154	170	108
DJI_0021.JPG	636	271	0.374882	-0.142999	0.00490663	171	187	116
DJI_0021.JPG	565	1792	0.402667	-0.158244	0.0301253	179	203	107
DJI_0021.JPG	462	1638	0.346782	-0.0975153	0.0152804	182	198	127
DJI_0021.JPG	97	285	0.467221	-0.269868	0.00492729	92	94	115
DJI_0021.JPG	1020	1286	0.268958	0.200134	0.00826736	209	201	212
DJI_0021.JPG	392	1689	0.323985	-0.0312561	0.0176991	212	205	213
DJI_0021.JPG	88	698	0.289819	-0.0453614	0.00575569	58	70	112
DJI_0021.JPG	1106	1135	0.346582	0.0442208	0.00743905	200	193	201
DJI_0021.JPG	1107	883	0.373532	-0.242764	0.00628341	195	184	190
DJI_0021.JPG	1450	1572	0.361223	0.0710344	0.0130669	215	208	216
DJI_0021.JPG	728	362	0.295154	-0.0630058	0.00500651	83	92	125
DJI_0021.JPG	729	1378	0.456789	-0.0121011	0.00912472	184	195	127
DJI_0021.JPG	604	939	0.439801	-0.05443	0.00645741	162	186	138
DJI_0021.JPG	607	267	0.468618	-0.246424	0.00489576	241	235	247
DJI_0021.JPG	1161	538	0.481903	0.0299837	0.00528068	71	79	118
DJI_0021.JPG	1217	440	0.380947	0.0253708	0.00511576	242	229	213
DJI_0021.JPG	156	390	0.444422	0.0174797	0.00504325	57	62	92
DJI_0021.JPG	233	1279	0.414871	-0.247729	0.00823534	120	120	148
DJI_0021.JPG	1058	170	0.461201	-0.0163567	0.00476994	184	201	133
DJI_0021.JPG	42	732	0.431256	0.0190924	0.00582822	223	213	212
DJI_0021.JPG	871	5	0.3597	0.0628529	0.00449303	214	206	217
DJI_0021.JPG	1112	1239	0.468141	-0.266186	0.00797689	115	120	150
DJI_0021.JPG	1290	926	0.361694	-0.0801839	0.00640957	217	214	169
DJI_0021.JPG	201	620	0.473871	-0.147056	0.00545209	217	213	188
DJI_0021.JPG	1171	223	0.405978	-0.12347	0.0048332	208	203	184
DJI_0021.JPG	897	1390	0.303635	0.246654	0.0093176	200	192	203
DJI_0021.JPG	1270	1596	0.375161	-0.121954	0.0134806	159	186	107
DJI_0021.JPG	611	1046	0.324153	0.120568	0.00681078	220	214	224
DJI_0021.JPG	1099	983	0.448391	-0.0034491	0.00655657	64	79	56
DJI_0021.JPG	76	302	0.439858	-0.250931	0.00493766	83	97	134
DJI_0021.JPG	488	198	0.31342	-0.0177566	0.00479726	208	202	212
DJI_0021.JPG	480	293	0.476537	-0.0867193	0.0049332	170	187	117
DJI_0021.JPG	948	389	0.444422	0.0174797	0.00504325	57	62	92
DJI_0021.JPG	1044	1642	0.383185	0.00807478	0.0153647	168	182	107
DJI_0021.JPG	947	586	0.46232	0.026181	0.00536644	175	177	200
DJI_0021.JPG	944	27	0.399596	-0.0381068	0.00453827	139	167	119
DJI_0021.JPG	1289	691	0.358666	-0.197087	0.00571638	200	209	156
DJI_0021.JPG	477	1633	0.362751	-0.074328	0.0150772	208	203	163
DJI_0021.JPG	479	1045	0.364951	-0.188891	0.00679725	172	193	114
DJI_0022.JPG	1143	1651	0.395172	0.165204	0.0191645	86	113	72
DJI_0022.JPG	1269	740	0.286958	0.256239	0.00574974	106	102	125
